Country,Air Pollutant,Air Pollutant Description,Year,Air Pollution Level,Unit Of Air Pollution Level
France,SO2,Sulphur dioxide (air),2015,0.0,count
France,SO2,Sulphur dioxide (air),2016,0.0,count
France,SO2,Sulphur dioxide (air),2017,0.0,count
France,SO2,Sulphur dioxide (air),2018,0.0,count
France,SO2,Sulphur dioxide (air),2019,0.0,count
France,SO2,Sulphur dioxide (air),2020,0.0,count
France,SO2,Sulphur dioxide (air),2014,1.22,ug/m3
France,SO2,Sulphur dioxide (air),2013,1.448,ug/m3
France,SO2,Sulphur dioxide (air),2015,1.814,ug/m3
France,SO2,Sulphur dioxide (air),2019,1.82,ug/m3
France,SO2,Sulphur dioxide (air),2016,2.108,ug/m3
France,SO2,Sulphur dioxide (air),2017,2.3,ug/m3
France,SO2,Sulphur dioxide (air),2020,2.535,ug/m3
France,SO2,Sulphur dioxide (air),2018,2.691,ug/m3
France,SO2,Sulphur dioxide (air),2015,1.043,ug/m3
France,SO2,Sulphur dioxide (air),2014,1.583,ug/m3
France,SO2,Sulphur dioxide (air),2020,2.037,ug/m3
France,SO2,Sulphur dioxide (air),2017,2.087,ug/m3
France,SO2,Sulphur dioxide (air),2018,2.54,ug/m3
France,SO2,Sulphur dioxide (air),2016,2.823,ug/m3
France,SO2,Sulphur dioxide (air),2019,3.332,ug/m3
France,SO2,Sulphur dioxide (air),2013,1.542,ug/m3
France,SO2,Sulphur dioxide (air),2014,2.158,ug/m3
France,SO2,Sulphur dioxide (air),2015,2.42,ug/m3
France,SO2,Sulphur dioxide (air),2016,3.535,ug/m3
France,SO2,Sulphur dioxide (air),2018,3.733,ug/m3
France,SO2,Sulphur dioxide (air),2017,5.429,ug/m3
France,SO2,Sulphur dioxide (air),2013,3.0,ug/m3
France,SO2,Sulphur dioxide (air),2015,3.0,ug/m3
France,SO2,Sulphur dioxide (air),2014,4.0,ug/m3
France,SO2,Sulphur dioxide (air),2016,4.6,ug/m3
France,SO2,Sulphur dioxide (air),2017,5.5,ug/m3
France,SO2,Sulphur dioxide (air),2018,5.6,ug/m3
France,SO2,Sulphur dioxide (air),2013,0.0,count
France,SO2,Sulphur dioxide (air),2014,0.0,count
France,SO2,Sulphur dioxide (air),2015,0.0,count
France,SO2,Sulphur dioxide (air),2016,0.0,count
France,SO2,Sulphur dioxide (air),2017,0.0,count
France,SO2,Sulphur dioxide (air),2018,0.0,count
France,SO2,Sulphur dioxide (air),2013,2.713,ug/m3
France,SO2,Sulphur dioxide (air),2014,3.396,ug/m3
France,SO2,Sulphur dioxide (air),2015,3.58,ug/m3
France,SO2,Sulphur dioxide (air),2016,4.357,ug/m3
France,SO2,Sulphur dioxide (air),2017,5.496,ug/m3
France,SO2,Sulphur dioxide (air),2018,5.863,ug/m3
France,SO2,Sulphur dioxide (air),2013,0.0,count
France,SO2,Sulphur dioxide (air),2014,0.0,count
France,SO2,Sulphur dioxide (air),2015,0.0,count
France,SO2,Sulphur dioxide (air),2016,0.0,count
France,SO2,Sulphur dioxide (air),2017,0.0,count
France,SO2,Sulphur dioxide (air),2018,0.0,count
France,SO2,Sulphur dioxide (air),2013,0.317,ug/m3
France,SO2,Sulphur dioxide (air),2015,0.37,ug/m3
France,SO2,Sulphur dioxide (air),2014,0.424,ug/m3
France,SO2,Sulphur dioxide (air),2018,0.439,ug/m3
France,SO2,Sulphur dioxide (air),2016,1.822,ug/m3
France,SO2,Sulphur dioxide (air),2017,2.333,ug/m3
France,SO2,Sulphur dioxide (air),2014,0.316,ug/m3
France,SO2,Sulphur dioxide (air),2015,0.505,ug/m3
France,SO2,Sulphur dioxide (air),2016,0.508,ug/m3
France,SO2,Sulphur dioxide (air),2019,1.163,ug/m3
France,SO2,Sulphur dioxide (air),2018,1.605,ug/m3
France,SO2,Sulphur dioxide (air),2017,3.443,ug/m3
France,SO2,Sulphur dioxide (air),2020,4.917,ug/m3
France,SO2,Sulphur dioxide (air),2018,5.936,ug/m3
France,SO2,Sulphur dioxide (air),2016,6.023,ug/m3
France,SO2,Sulphur dioxide (air),2013,6.25,ug/m3
France,SO2,Sulphur dioxide (air),2015,6.368,ug/m3
France,SO2,Sulphur dioxide (air),2019,7.13,ug/m3
France,SO2,Sulphur dioxide (air),2014,7.188,ug/m3
France,SO2,Sulphur dioxide (air),2017,8.604,ug/m3
France,SO2,Sulphur dioxide (air),2020,6.9,ug/m3
France,SO2,Sulphur dioxide (air),2016,7.2,ug/m3
France,SO2,Sulphur dioxide (air),2015,7.25,ug/m3
France,SO2,Sulphur dioxide (air),2018,8.2,ug/m3
France,SO2,Sulphur dioxide (air),2014,8.3,ug/m3
France,SO2,Sulphur dioxide (air),2019,8.7,ug/m3
France,SO2,Sulphur dioxide (air),2017,9.8,ug/m3
France,SO2,Sulphur dioxide (air),2013,11.0,ug/m3
France,SO2,Sulphur dioxide (air),2013,0.0,count
France,SO2,Sulphur dioxide (air),2014,0.0,count
France,SO2,Sulphur dioxide (air),2015,0.0,count
France,SO2,Sulphur dioxide (air),2016,0.0,count
France,SO2,Sulphur dioxide (air),2017,0.0,count
France,SO2,Sulphur dioxide (air),2018,0.0,count
France,SO2,Sulphur dioxide (air),2019,0.0,count
France,SO2,Sulphur dioxide (air),2020,0.0,count
France,SO2,Sulphur dioxide (air),2020,5.483,ug/m3
France,SO2,Sulphur dioxide (air),2016,6.53,ug/m3
France,SO2,Sulphur dioxide (air),2015,6.903,ug/m3
France,SO2,Sulphur dioxide (air),2013,7.467,ug/m3
France,SO2,Sulphur dioxide (air),2014,7.7,ug/m3
France,SO2,Sulphur dioxide (air),2018,7.927,ug/m3
France,SO2,Sulphur dioxide (air),2019,7.927,ug/m3
France,SO2,Sulphur dioxide (air),2017,8.917,ug/m3
France,SO2,Sulphur dioxide (air),2013,0.0,count
France,SO2,Sulphur dioxide (air),2014,0.0,count
France,SO2,Sulphur dioxide (air),2015,0.0,count
France,SO2,Sulphur dioxide (air),2016,0.0,count
France,SO2,Sulphur dioxide (air),2017,0.0,count
France,SO2,Sulphur dioxide (air),2018,0.0,count
France,SO2,Sulphur dioxide (air),2019,0.0,count
France,SO2,Sulphur dioxide (air),2020,0.0,count
France,SO2,Sulphur dioxide (air),2020,0.889,ug/m3
France,SO2,Sulphur dioxide (air),2013,1.151,ug/m3
France,SO2,Sulphur dioxide (air),2014,1.461,ug/m3
France,SO2,Sulphur dioxide (air),2015,1.617,ug/m3
France,SO2,Sulphur dioxide (air),2018,2.077,ug/m3
France,SO2,Sulphur dioxide (air),2016,2.091,ug/m3
France,SO2,Sulphur dioxide (air),2017,2.266,ug/m3
France,SO2,Sulphur dioxide (air),2019,3.413,ug/m3
France,SO2,Sulphur dioxide (air),2014,1.04,ug/m3
France,SO2,Sulphur dioxide (air),2020,1.111,ug/m3
France,SO2,Sulphur dioxide (air),2016,1.359,ug/m3
France,SO2,Sulphur dioxide (air),2018,1.442,ug/m3
France,SO2,Sulphur dioxide (air),2015,2.36,ug/m3
France,SO2,Sulphur dioxide (air),2017,2.884,ug/m3
France,SO2,Sulphur dioxide (air),2019,3.68,ug/m3
France,SO2,Sulphur dioxide (air),2020,3.342,ug/m3
France,SO2,Sulphur dioxide (air),2016,4.79,ug/m3
France,SO2,Sulphur dioxide (air),2015,5.212,ug/m3
France,SO2,Sulphur dioxide (air),2017,5.304,ug/m3
France,SO2,Sulphur dioxide (air),2019,5.432,ug/m3
France,SO2,Sulphur dioxide (air),2014,6.217,ug/m3
France,SO2,Sulphur dioxide (air),2018,6.296,ug/m3
France,SO2,Sulphur dioxide (air),2013,11.795,ug/m3
France,SO2,Sulphur dioxide (air),2020,4.4,ug/m3
France,SO2,Sulphur dioxide (air),2016,5.5,ug/m3
France,SO2,Sulphur dioxide (air),2019,6.7,ug/m3
France,SO2,Sulphur dioxide (air),2017,6.9,ug/m3
France,SO2,Sulphur dioxide (air),2018,7.7,ug/m3
France,SO2,Sulphur dioxide (air),2015,11.25,ug/m3
France,SO2,Sulphur dioxide (air),2014,11.8,ug/m3
France,SO2,Sulphur dioxide (air),2013,26.8,ug/m3
France,SO2,Sulphur dioxide (air),2013,0.0,count
France,SO2,Sulphur dioxide (air),2014,0.0,count
France,SO2,Sulphur dioxide (air),2015,0.0,count
France,SO2,Sulphur dioxide (air),2016,0.0,count
France,SO2,Sulphur dioxide (air),2017,0.0,count
France,SO2,Sulphur dioxide (air),2018,0.0,count
France,SO2,Sulphur dioxide (air),2019,0.0,count
France,SO2,Sulphur dioxide (air),2020,0.0,count
France,SO2,Sulphur dioxide (air),2020,4.221,ug/m3
France,SO2,Sulphur dioxide (air),2016,5.107,ug/m3
France,SO2,Sulphur dioxide (air),2017,5.758,ug/m3
France,SO2,Sulphur dioxide (air),2015,5.76,ug/m3
France,SO2,Sulphur dioxide (air),2019,6.342,ug/m3
France,SO2,Sulphur dioxide (air),2018,6.767,ug/m3
France,SO2,Sulphur dioxide (air),2014,8.954,ug/m3
France,SO2,Sulphur dioxide (air),2013,15.633,ug/m3
France,SO2,Sulphur dioxide (air),2013,0.0,count
France,SO2,Sulphur dioxide (air),2014,0.0,count
France,SO2,Sulphur dioxide (air),2015,0.0,count
France,SO2,Sulphur dioxide (air),2016,0.0,count
France,SO2,Sulphur dioxide (air),2017,0.0,count
France,SO2,Sulphur dioxide (air),2018,0.0,count
France,SO2,Sulphur dioxide (air),2019,0.0,count
France,SO2,Sulphur dioxide (air),2020,0.0,count
France,SO2,Sulphur dioxide (air),2020,1.053,ug/m3
France,SO2,Sulphur dioxide (air),2015,1.672,ug/m3
France,SO2,Sulphur dioxide (air),2019,2.107,ug/m3
France,SO2,Sulphur dioxide (air),2014,2.154,ug/m3
France,SO2,Sulphur dioxide (air),2016,2.331,ug/m3
France,SO2,Sulphur dioxide (air),2013,2.73,ug/m3
France,SO2,Sulphur dioxide (air),2018,2.892,ug/m3
France,SO2,Sulphur dioxide (air),2017,3.376,ug/m3
France,SO2,Sulphur dioxide (air),2016,1.469,ug/m3
France,SO2,Sulphur dioxide (air),2015,1.515,ug/m3
France,SO2,Sulphur dioxide (air),2020,1.668,ug/m3
France,SO2,Sulphur dioxide (air),2014,1.839,ug/m3
France,SO2,Sulphur dioxide (air),2019,2.233,ug/m3
France,SO2,Sulphur dioxide (air),2018,2.83,ug/m3
France,SO2,Sulphur dioxide (air),2017,2.938,ug/m3
France,SO2,Sulphur dioxide (air),2019,2.508,ug/m3
France,SO2,Sulphur dioxide (air),2018,2.658,ug/m3
France,SO2,Sulphur dioxide (air),2020,2.683,ug/m3
France,SO2,Sulphur dioxide (air),2016,3.136,ug/m3
France,SO2,Sulphur dioxide (air),2017,3.446,ug/m3
France,SO2,Sulphur dioxide (air),2014,5.179,ug/m3
France,SO2,Sulphur dioxide (air),2013,8.971,ug/m3
France,SO2,Sulphur dioxide (air),2019,5.0,ug/m3
France,SO2,Sulphur dioxide (air),2018,5.2,ug/m3
France,SO2,Sulphur dioxide (air),2020,5.2,ug/m3
France,SO2,Sulphur dioxide (air),2016,5.25,ug/m3
France,SO2,Sulphur dioxide (air),2017,5.9,ug/m3
France,SO2,Sulphur dioxide (air),2014,16.0,ug/m3
France,SO2,Sulphur dioxide (air),2013,24.8,ug/m3
France,SO2,Sulphur dioxide (air),2013,0.0,count
France,SO2,Sulphur dioxide (air),2014,0.0,count
France,SO2,Sulphur dioxide (air),2016,0.0,count
France,SO2,Sulphur dioxide (air),2017,0.0,count
France,SO2,Sulphur dioxide (air),2018,0.0,count
France,SO2,Sulphur dioxide (air),2019,0.0,count
France,SO2,Sulphur dioxide (air),2020,0.0,count
France,SO2,Sulphur dioxide (air),2019,2.729,ug/m3
France,SO2,Sulphur dioxide (air),2020,2.933,ug/m3
France,SO2,Sulphur dioxide (air),2017,3.938,ug/m3
France,SO2,Sulphur dioxide (air),2016,3.957,ug/m3
France,SO2,Sulphur dioxide (air),2018,5.092,ug/m3
France,SO2,Sulphur dioxide (air),2014,6.675,ug/m3
France,SO2,Sulphur dioxide (air),2013,12.071,ug/m3
France,SO2,Sulphur dioxide (air),2013,0.0,count
France,SO2,Sulphur dioxide (air),2014,0.0,count
France,SO2,Sulphur dioxide (air),2016,0.0,count
France,SO2,Sulphur dioxide (air),2017,0.0,count
France,SO2,Sulphur dioxide (air),2018,0.0,count
France,SO2,Sulphur dioxide (air),2019,0.0,count
France,SO2,Sulphur dioxide (air),2020,0.0,count
France,SO2,Sulphur dioxide (air),2019,0.485,ug/m3
France,SO2,Sulphur dioxide (air),2018,0.56,ug/m3
France,SO2,Sulphur dioxide (air),2017,0.665,ug/m3
France,SO2,Sulphur dioxide (air),2016,0.771,ug/m3
France,SO2,Sulphur dioxide (air),2020,0.93,ug/m3
France,SO2,Sulphur dioxide (air),2014,1.099,ug/m3
France,SO2,Sulphur dioxide (air),2013,1.787,ug/m3
France,SO2,Sulphur dioxide (air),2020,0.391,ug/m3
France,SO2,Sulphur dioxide (air),2018,0.472,ug/m3
France,SO2,Sulphur dioxide (air),2019,0.75,ug/m3
France,SO2,Sulphur dioxide (air),2017,0.803,ug/m3
France,SO2,Sulphur dioxide (air),2014,1.41,ug/m3
France,SO2,Sulphur dioxide (air),2018,2.674,ug/m3
France,SO2,Sulphur dioxide (air),2015,5.496,ug/m3
France,SO2,Sulphur dioxide (air),2017,5.617,ug/m3
France,SO2,Sulphur dioxide (air),2016,6.041,ug/m3
France,SO2,Sulphur dioxide (air),2014,6.739,ug/m3
France,SO2,Sulphur dioxide (air),2013,6.852,ug/m3
France,SO2,Sulphur dioxide (air),2018,9.2,ug/m3
France,SO2,Sulphur dioxide (air),2016,12.25,ug/m3
France,SO2,Sulphur dioxide (air),2015,14.25,ug/m3
France,SO2,Sulphur dioxide (air),2017,14.7,ug/m3
France,SO2,Sulphur dioxide (air),2014,21.8,ug/m3
France,SO2,Sulphur dioxide (air),2013,27.3,ug/m3
France,SO2,Sulphur dioxide (air),2013,0.0,count
France,SO2,Sulphur dioxide (air),2014,0.0,count
France,SO2,Sulphur dioxide (air),2015,0.0,count
France,SO2,Sulphur dioxide (air),2016,0.0,count
France,SO2,Sulphur dioxide (air),2017,0.0,count
France,SO2,Sulphur dioxide (air),2018,0.0,count
France,SO2,Sulphur dioxide (air),2018,4.563,ug/m3
France,SO2,Sulphur dioxide (air),2016,7.854,ug/m3
France,SO2,Sulphur dioxide (air),2015,8.066,ug/m3
France,SO2,Sulphur dioxide (air),2014,8.13,ug/m3
France,SO2,Sulphur dioxide (air),2017,9.163,ug/m3
France,SO2,Sulphur dioxide (air),2013,14.87,ug/m3
France,SO2,Sulphur dioxide (air),2013,0.0,count
France,SO2,Sulphur dioxide (air),2014,0.0,count
France,SO2,Sulphur dioxide (air),2015,0.0,count
France,SO2,Sulphur dioxide (air),2016,0.0,count
France,SO2,Sulphur dioxide (air),2017,0.0,count
France,SO2,Sulphur dioxide (air),2018,0.0,count
France,SO2,Sulphur dioxide (air),2018,0.557,ug/m3
France,SO2,Sulphur dioxide (air),2014,0.785,ug/m3
France,SO2,Sulphur dioxide (air),2016,0.831,ug/m3
France,SO2,Sulphur dioxide (air),2017,0.848,ug/m3
France,SO2,Sulphur dioxide (air),2015,1.039,ug/m3
France,SO2,Sulphur dioxide (air),2013,1.197,ug/m3
France,SO2,Sulphur dioxide (air),2018,0.604,ug/m3
France,SO2,Sulphur dioxide (air),2019,0.722,ug/m3
France,SO2,Sulphur dioxide (air),2014,0.863,ug/m3
France,SO2,Sulphur dioxide (air),2015,0.965,ug/m3
France,SO2,Sulphur dioxide (air),2017,0.983,ug/m3
France,SO2,Sulphur dioxide (air),2016,1.135,ug/m3
France,SO2,Sulphur dioxide (air),2020,3.821,ug/m3
France,SO2,Sulphur dioxide (air),2019,4.067,ug/m3
France,SO2,Sulphur dioxide (air),2016,8.237,ug/m3
France,SO2,Sulphur dioxide (air),2017,8.35,ug/m3
France,SO2,Sulphur dioxide (air),2018,8.425,ug/m3
France,SO2,Sulphur dioxide (air),2015,15.538,ug/m3
France,SO2,Sulphur dioxide (air),2014,16.8,ug/m3
France,SO2,Sulphur dioxide (air),2013,22.713,ug/m3
France,SO2,Sulphur dioxide (air),2020,5.6,ug/m3
France,SO2,Sulphur dioxide (air),2019,7.8,ug/m3
France,SO2,Sulphur dioxide (air),2018,10.6,ug/m3
France,SO2,Sulphur dioxide (air),2017,23.0,ug/m3
France,SO2,Sulphur dioxide (air),2016,31.03,ug/m3
France,SO2,Sulphur dioxide (air),2015,56.75,ug/m3
France,SO2,Sulphur dioxide (air),2014,61.3,ug/m3
France,SO2,Sulphur dioxide (air),2013,73.6,ug/m3
France,SO2,Sulphur dioxide (air),2013,0.0,count
France,SO2,Sulphur dioxide (air),2014,0.0,count
France,SO2,Sulphur dioxide (air),2015,0.0,count
France,SO2,Sulphur dioxide (air),2016,0.0,count
France,SO2,Sulphur dioxide (air),2017,0.0,count
France,SO2,Sulphur dioxide (air),2018,0.0,count
France,SO2,Sulphur dioxide (air),2019,0.0,count
France,SO2,Sulphur dioxide (air),2020,0.0,count
France,SO2,Sulphur dioxide (air),2020,4.383,ug/m3
France,SO2,Sulphur dioxide (air),2019,8.591,ug/m3
France,SO2,Sulphur dioxide (air),2018,9.75,ug/m3
France,SO2,Sulphur dioxide (air),2017,12.171,ug/m3
France,SO2,Sulphur dioxide (air),2016,12.349,ug/m3
France,SO2,Sulphur dioxide (air),2014,22.113,ug/m3
France,SO2,Sulphur dioxide (air),2015,23.43,ug/m3
France,SO2,Sulphur dioxide (air),2013,44.013,ug/m3
France,SO2,Sulphur dioxide (air),2013,0.0,count
France,SO2,Sulphur dioxide (air),2014,0.0,count
France,SO2,Sulphur dioxide (air),2015,0.0,count
France,SO2,Sulphur dioxide (air),2016,0.0,count
France,SO2,Sulphur dioxide (air),2017,0.0,count
France,SO2,Sulphur dioxide (air),2018,0.0,count
France,SO2,Sulphur dioxide (air),2019,0.0,count
France,SO2,Sulphur dioxide (air),2020,0.0,count
France,SO2,Sulphur dioxide (air),2017,1.268,ug/m3
France,SO2,Sulphur dioxide (air),2016,1.35,ug/m3
France,SO2,Sulphur dioxide (air),2015,1.751,ug/m3
France,SO2,Sulphur dioxide (air),2019,1.787,ug/m3
France,SO2,Sulphur dioxide (air),2018,2.125,ug/m3
France,SO2,Sulphur dioxide (air),2020,2.38,ug/m3
France,SO2,Sulphur dioxide (air),2014,3.92,ug/m3
France,SO2,Sulphur dioxide (air),2013,4.364,ug/m3
France,SO2,Sulphur dioxide (air),2019,0.773,ug/m3
France,SO2,Sulphur dioxide (air),2016,0.886,ug/m3
France,SO2,Sulphur dioxide (air),2018,0.915,ug/m3
France,SO2,Sulphur dioxide (air),2020,2.286,ug/m3
France,SO2,Sulphur dioxide (air),2017,2.305,ug/m3
France,SO2,Sulphur dioxide (air),2015,2.403,ug/m3
France,SO2,Sulphur dioxide (air),2014,3.61,ug/m3
France,SO2,Sulphur dioxide (air),2020,4.617,ug/m3
France,SO2,Sulphur dioxide (air),2019,7.633,ug/m3
France,SO2,Sulphur dioxide (air),2018,8.508,ug/m3
France,SO2,Sulphur dioxide (air),2017,18.909,ug/m3
France,SO2,Sulphur dioxide (air),2016,30.721,ug/m3
France,SO2,Sulphur dioxide (air),2015,46.035,ug/m3
France,SO2,Sulphur dioxide (air),2014,62.0,ug/m3
France,SO2,Sulphur dioxide (air),2013,71.448,ug/m3
France,SO2,Sulphur dioxide (air),2020,8.1,ug/m3
France,SO2,Sulphur dioxide (air),2019,17.9,ug/m3
France,SO2,Sulphur dioxide (air),2018,19.0,ug/m3
France,SO2,Sulphur dioxide (air),2017,51.0,ug/m3
France,SO2,Sulphur dioxide (air),2016,83.18,ug/m3
France,SO2,Sulphur dioxide (air),2015,88.28,ug/m3
France,SO2,Sulphur dioxide (air),2013,136.1,ug/m3
France,SO2,Sulphur dioxide (air),2014,146.1,ug/m3
France,SO2,Sulphur dioxide (air),2013,0.0,count
France,SO2,Sulphur dioxide (air),2014,0.0,count
France,SO2,Sulphur dioxide (air),2015,0.0,count
France,SO2,Sulphur dioxide (air),2016,0.0,count
France,SO2,Sulphur dioxide (air),2017,0.0,count
France,SO2,Sulphur dioxide (air),2018,0.0,count
France,SO2,Sulphur dioxide (air),2019,0.0,count
France,SO2,Sulphur dioxide (air),2020,0.0,count
France,SO2,Sulphur dioxide (air),2020,5.263,ug/m3
France,SO2,Sulphur dioxide (air),2019,10.963,ug/m3
France,SO2,Sulphur dioxide (air),2018,11.079,ug/m3
France,SO2,Sulphur dioxide (air),2017,29.238,ug/m3
France,SO2,Sulphur dioxide (air),2016,49.548,ug/m3
France,SO2,Sulphur dioxide (air),2015,55.288,ug/m3
France,SO2,Sulphur dioxide (air),2014,70.321,ug/m3
France,SO2,Sulphur dioxide (air),2013,121.908,ug/m3
France,SO2,Sulphur dioxide (air),2013,0.0,count
France,SO2,Sulphur dioxide (air),2014,0.0,count
France,SO2,Sulphur dioxide (air),2015,0.0,count
France,SO2,Sulphur dioxide (air),2016,0.0,count
France,SO2,Sulphur dioxide (air),2017,0.0,count
France,SO2,Sulphur dioxide (air),2018,0.0,count
France,SO2,Sulphur dioxide (air),2019,0.0,count
France,SO2,Sulphur dioxide (air),2020,0.0,count
France,SO2,Sulphur dioxide (air),2018,0.829,ug/m3
France,SO2,Sulphur dioxide (air),2019,1.406,ug/m3
France,SO2,Sulphur dioxide (air),2020,2.806,ug/m3
France,SO2,Sulphur dioxide (air),2016,3.096,ug/m3
France,SO2,Sulphur dioxide (air),2017,4.1,ug/m3
France,SO2,Sulphur dioxide (air),2015,4.472,ug/m3
France,SO2,Sulphur dioxide (air),2014,7.587,ug/m3
France,SO2,Sulphur dioxide (air),2013,8.062,ug/m3
France,SO2,Sulphur dioxide (air),2019,1.3,ug/m3
France,SO2,Sulphur dioxide (air),2018,1.343,ug/m3
France,SO2,Sulphur dioxide (air),2020,2.811,ug/m3
France,SO2,Sulphur dioxide (air),2017,4.243,ug/m3
France,SO2,Sulphur dioxide (air),2016,4.757,ug/m3
France,SO2,Sulphur dioxide (air),2015,6.163,ug/m3
France,SO2,Sulphur dioxide (air),2014,14.14,ug/m3
France,SO2,Sulphur dioxide (air),2020,5.242,ug/m3
France,SO2,Sulphur dioxide (air),2019,7.222,ug/m3
France,SO2,Sulphur dioxide (air),2017,7.354,ug/m3
France,SO2,Sulphur dioxide (air),2018,8.4,ug/m3
France,SO2,Sulphur dioxide (air),2020,10.0,ug/m3
France,SO2,Sulphur dioxide (air),2019,12.2,ug/m3
France,SO2,Sulphur dioxide (air),2018,15.2,ug/m3
France,SO2,Sulphur dioxide (air),2017,28.9,ug/m3
France,SO2,Sulphur dioxide (air),2017,0.0,count
France,SO2,Sulphur dioxide (air),2018,0.0,count
France,SO2,Sulphur dioxide (air),2019,0.0,count
France,SO2,Sulphur dioxide (air),2020,0.0,count
France,SO2,Sulphur dioxide (air),2020,6.096,ug/m3
France,SO2,Sulphur dioxide (air),2019,7.654,ug/m3
France,SO2,Sulphur dioxide (air),2018,9.617,ug/m3
France,SO2,Sulphur dioxide (air),2017,9.838,ug/m3
France,SO2,Sulphur dioxide (air),2017,0.0,count
France,SO2,Sulphur dioxide (air),2018,0.0,count
France,SO2,Sulphur dioxide (air),2019,0.0,count
France,SO2,Sulphur dioxide (air),2020,0.0,count
France,SO2,Sulphur dioxide (air),2018,2.027,ug/m3
France,SO2,Sulphur dioxide (air),2017,2.094,ug/m3
France,SO2,Sulphur dioxide (air),2020,2.428,ug/m3
France,SO2,Sulphur dioxide (air),2019,2.857,ug/m3
France,SO2,Sulphur dioxide (air),2018,0.81,ug/m3
France,SO2,Sulphur dioxide (air),2019,1.752,ug/m3
France,SO2,Sulphur dioxide (air),2020,2.989,ug/m3
France,SO2,Sulphur dioxide (air),2017,3.209,ug/m3
Germany,SO2,Sulphur dioxide (air),2020,4.321,ug/m3
Germany,SO2,Sulphur dioxide (air),2019,4.579,ug/m3
Germany,SO2,Sulphur dioxide (air),2018,5.146,ug/m3
Germany,SO2,Sulphur dioxide (air),2015,6.0,ug/m3
Germany,SO2,Sulphur dioxide (air),2017,6.837,ug/m3
Germany,SO2,Sulphur dioxide (air),2013,8.235,ug/m3
Germany,SO2,Sulphur dioxide (air),2014,11.419,ug/m3
Germany,SO2,Sulphur dioxide (air),2016,11.691,ug/m3
Germany,SO2,Sulphur dioxide (air),2019,6.6,ug/m3
Germany,SO2,Sulphur dioxide (air),2020,7.4,ug/m3
Germany,SO2,Sulphur dioxide (air),2015,9.0,ug/m3
Germany,SO2,Sulphur dioxide (air),2018,9.4,ug/m3
Germany,SO2,Sulphur dioxide (air),2017,11.4,ug/m3
Germany,SO2,Sulphur dioxide (air),2013,12.08,ug/m3
Germany,SO2,Sulphur dioxide (air),2016,15.27,ug/m3
Germany,SO2,Sulphur dioxide (air),2014,16.2,ug/m3
Germany,SO2,Sulphur dioxide (air),2013,0.0,count
Germany,SO2,Sulphur dioxide (air),2014,0.0,count
Germany,SO2,Sulphur dioxide (air),2015,0.0,count
Germany,SO2,Sulphur dioxide (air),2016,0.0,count
Germany,SO2,Sulphur dioxide (air),2017,0.0,count
Germany,SO2,Sulphur dioxide (air),2018,0.0,count
Germany,SO2,Sulphur dioxide (air),2019,0.0,count
Germany,SO2,Sulphur dioxide (air),2020,0.0,count
Germany,SO2,Sulphur dioxide (air),2019,4.896,ug/m3
Germany,SO2,Sulphur dioxide (air),2020,7.367,ug/m3
Germany,SO2,Sulphur dioxide (air),2018,8.158,ug/m3
Germany,SO2,Sulphur dioxide (air),2015,8.667,ug/m3
Germany,SO2,Sulphur dioxide (air),2013,10.725,ug/m3
Germany,SO2,Sulphur dioxide (air),2017,12.26,ug/m3
Germany,SO2,Sulphur dioxide (air),2014,15.936,ug/m3
Germany,SO2,Sulphur dioxide (air),2016,18.664,ug/m3
Germany,SO2,Sulphur dioxide (air),2013,0.0,count
Germany,SO2,Sulphur dioxide (air),2014,0.0,count
Germany,SO2,Sulphur dioxide (air),2015,0.0,count
Germany,SO2,Sulphur dioxide (air),2016,0.0,count
Germany,SO2,Sulphur dioxide (air),2017,0.0,count
Germany,SO2,Sulphur dioxide (air),2018,0.0,count
Germany,SO2,Sulphur dioxide (air),2019,0.0,count
Germany,SO2,Sulphur dioxide (air),2020,0.0,count
Germany,SO2,Sulphur dioxide (air),2018,1.537,ug/m3
Germany,SO2,Sulphur dioxide (air),2020,1.548,ug/m3
Germany,SO2,Sulphur dioxide (air),2017,1.587,ug/m3
Germany,SO2,Sulphur dioxide (air),2015,1.645,ug/m3
Germany,SO2,Sulphur dioxide (air),2019,1.769,ug/m3
Germany,SO2,Sulphur dioxide (air),2016,1.909,ug/m3
