Country,Air Pollutant,Air Pollutant Description,Year,Air Pollution Level,Unit Of Air Pollution Level
Italy,SO2,Sulphur dioxide (air),2016,14.168,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,7.392,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,14.513,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,17.366,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,17.461,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,27.429,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,31.043,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,0.0,count
Italy,SO2,Sulphur dioxide (air),2015,0.0,count
Italy,SO2,Sulphur dioxide (air),2016,0.0,count
Italy,SO2,Sulphur dioxide (air),2017,0.0,count
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,7.432,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,11.016,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,11.414,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,11.448,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,17.03,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,27.646,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,0.0,count
Italy,SO2,Sulphur dioxide (air),2015,0.0,count
Italy,SO2,Sulphur dioxide (air),2016,0.0,count
Italy,SO2,Sulphur dioxide (air),2017,0.0,count
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,0.0,count
Italy,SO2,Sulphur dioxide (air),2015,0.862,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,1.326,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,2.111,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,2.837,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,3.297,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,3.507,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,1.028,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,1.178,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,1.579,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,1.619,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,1.806,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,4.007,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,2.478,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,3.391,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,4.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,5.391,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,5.913,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,7.739,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,10.13,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,13.826,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,3.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,4.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,6.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,7.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,9.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,10.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,14.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,19.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,0.0,count
Italy,SO2,Sulphur dioxide (air),2014,0.0,count
Italy,SO2,Sulphur dioxide (air),2015,0.0,count
Italy,SO2,Sulphur dioxide (air),2016,0.0,count
Italy,SO2,Sulphur dioxide (air),2017,0.0,count
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,2.85,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,3.696,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,4.913,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,5.727,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,7.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,8.217,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,13.261,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,15.13,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,0.0,count
Italy,SO2,Sulphur dioxide (air),2014,0.0,count
Italy,SO2,Sulphur dioxide (air),2015,0.0,count
Italy,SO2,Sulphur dioxide (air),2016,0.0,count
Italy,SO2,Sulphur dioxide (air),2017,0.0,count
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.921,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,1.069,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,1.479,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,1.59,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,1.695,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,2.424,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,2.895,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,3.32,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,0.436,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,0.975,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,1.2,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,2.12,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,2.637,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,2.877,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,5.111,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,2.87,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,3.136,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,3.261,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,3.957,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,4.435,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,6.87,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,7.565,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,13.13,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,4.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,4.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,5.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,5.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,5.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,11.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,12.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,18.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,0.0,count
Italy,SO2,Sulphur dioxide (air),2014,0.0,count
Italy,SO2,Sulphur dioxide (air),2015,0.0,count
Italy,SO2,Sulphur dioxide (air),2016,0.0,count
Italy,SO2,Sulphur dioxide (air),2017,0.0,count
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,3.182,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,3.609,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,3.773,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,4.217,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,5.391,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,8.522,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,9.091,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,18.696,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,0.0,count
Italy,SO2,Sulphur dioxide (air),2014,0.0,count
Italy,SO2,Sulphur dioxide (air),2015,0.0,count
Italy,SO2,Sulphur dioxide (air),2016,0.0,count
Italy,SO2,Sulphur dioxide (air),2017,0.0,count
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.378,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,1.177,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,1.182,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,1.229,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,1.384,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,1.45,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,1.733,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,1.886,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,0.411,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,0.696,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,0.883,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,1.007,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,1.252,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,2.262,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,2.758,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,3.087,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,3.522,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,6.739,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,7.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,13.348,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,14.478,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,4.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,9.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,13.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,14.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,21.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,22.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,0.0,count
Italy,SO2,Sulphur dioxide (air),2016,0.0,count
Italy,SO2,Sulphur dioxide (air),2017,0.0,count
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,3.273,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,4.174,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,7.957,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,11.739,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,18.522,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,19.435,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,0.0,count
Italy,SO2,Sulphur dioxide (air),2016,0.0,count
Italy,SO2,Sulphur dioxide (air),2017,0.0,count
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.787,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,1.247,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,2.595,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,2.941,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,4.044,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,4.763,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,0.82,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,2.185,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,2.713,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,2.716,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,2.886,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,3.856,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,2.043,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,2.087,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,2.435,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,2.478,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,3.217,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,4.826,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,5.344,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,7.224,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,2.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,3.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,3.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,3.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,4.18,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,8.0,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,8.791,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,10.648,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,0.0,count
Italy,SO2,Sulphur dioxide (air),2014,0.0,count
Italy,SO2,Sulphur dioxide (air),2015,0.0,count
Italy,SO2,Sulphur dioxide (air),2016,0.0,count
Italy,SO2,Sulphur dioxide (air),2017,0.0,count
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.0,count
Italy,SO2,Sulphur dioxide (air),2016,2.304,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,2.739,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,2.87,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,3.13,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,3.709,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,6.043,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,7.001,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,8.512,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,0.0,count
Italy,SO2,Sulphur dioxide (air),2014,0.0,count
Italy,SO2,Sulphur dioxide (air),2015,0.0,count
Italy,SO2,Sulphur dioxide (air),2016,0.0,count
Italy,SO2,Sulphur dioxide (air),2017,0.0,count
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.0,count
Italy,SO2,Sulphur dioxide (air),2015,0.261,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,0.69,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,0.792,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,0.823,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,0.9,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,1.345,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,1.918,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,2.667,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,0.554,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,0.586,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,0.776,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,0.979,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,1.172,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,2.188,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,3.258,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,9.361,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,14.356,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,19.548,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,33.414,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,50.114,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,77.429,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.0,count
Italy,SO2,Sulphur dioxide (air),2018,26.995,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,32.35,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,54.597,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.0,count
Italy,SO2,Sulphur dioxide (air),2018,3.502,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,3.899,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,5.362,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,4.034,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,4.418,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,9.692,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,10.278,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,15.244,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,18.442,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,30.158,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,28.17,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,36.375,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,44.854,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,46.936,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,86.04,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,0.0,count
Italy,SO2,Sulphur dioxide (air),2014,0.0,count
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,17.288,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,22.503,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,27.358,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,34.744,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,58.244,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.0,count
Italy,SO2,Sulphur dioxide (air),2013,1.0,count
Italy,SO2,Sulphur dioxide (air),2014,2.0,count
Italy,SO2,Sulphur dioxide (air),2019,0.556,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,0.759,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,0.853,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,1.367,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,2.363,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,0.724,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,0.946,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,2.425,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,0.776,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,0.859,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,1.013,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,1.048,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,1.081,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,1.142,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,1.367,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,1.44,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,1.115,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,1.14,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,1.387,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,1.506,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,1.635,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,1.67,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,2.047,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,2.342,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,0.0,count
Italy,SO2,Sulphur dioxide (air),2014,0.0,count
Italy,SO2,Sulphur dioxide (air),2015,0.0,count
Italy,SO2,Sulphur dioxide (air),2016,0.0,count
Italy,SO2,Sulphur dioxide (air),2017,0.0,count
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.958,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,1.103,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,1.247,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,1.251,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,1.289,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,1.811,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,1.976,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,2.68,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,0.0,count
Italy,SO2,Sulphur dioxide (air),2014,0.0,count
Italy,SO2,Sulphur dioxide (air),2015,0.0,count
Italy,SO2,Sulphur dioxide (air),2016,0.0,count
Italy,SO2,Sulphur dioxide (air),2017,0.0,count
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.385,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,0.4,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,0.491,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,0.491,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,0.496,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,0.517,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,0.554,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,0.582,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,0.368,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,0.395,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,0.426,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,0.504,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,0.517,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,0.523,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,0.58,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,62.908,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,147.1,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,194.724,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,187.844,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,282.522,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,288.994,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,4.0,count
Italy,SO2,Sulphur dioxide (air),2019,5.0,count
Italy,SO2,Sulphur dioxide (air),2018,100.543,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,240.695,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,260.448,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,1.0,count
Italy,SO2,Sulphur dioxide (air),2020,9.0,count
Italy,SO2,Sulphur dioxide (air),2018,8.993,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,14.754,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,16.854,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,9.617,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,19.493,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,1.134,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,1.216,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,1.879,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,2.082,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,2.453,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,4.723,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,5.498,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,5.763,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,2.053,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,2.76,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,4.319,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,5.87,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,6.02,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,7.096,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,8.044,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,9.425,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,0.0,count
Italy,SO2,Sulphur dioxide (air),2014,0.0,count
Italy,SO2,Sulphur dioxide (air),2015,0.0,count
Italy,SO2,Sulphur dioxide (air),2016,0.0,count
Italy,SO2,Sulphur dioxide (air),2017,0.0,count
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.0,count
Italy,SO2,Sulphur dioxide (air),2018,1.221,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,2.66,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,3.325,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,3.372,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,3.674,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,5.657,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,6.035,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,6.513,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,0.0,count
Italy,SO2,Sulphur dioxide (air),2014,0.0,count
Italy,SO2,Sulphur dioxide (air),2015,0.0,count
Italy,SO2,Sulphur dioxide (air),2016,0.0,count
Italy,SO2,Sulphur dioxide (air),2017,0.0,count
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.0,count
Italy,SO2,Sulphur dioxide (air),2018,0.431,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,0.579,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,0.596,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,0.669,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,0.737,ug/m3
Italy,SO2,Sulphur dioxide (air),2013,1.596,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,1.846,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,2.148,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,0.516,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,0.523,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,0.523,ug/m3
Italy,SO2,Sulphur dioxide (air),2016,0.572,ug/m3
Italy,SO2,Sulphur dioxide (air),2017,0.727,ug/m3
Italy,SO2,Sulphur dioxide (air),2014,1.012,ug/m3
Italy,SO2,Sulphur dioxide (air),2015,2.502,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,3.861,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,4.792,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,4.8,ug/m3
Italy,SO2,Sulphur dioxide (air),2020,5.316,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,8.133,ug/m3
Italy,SO2,Sulphur dioxide (air),2019,9.638,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,0.0,count
Italy,SO2,Sulphur dioxide (air),2020,0.0,count
Italy,SO2,Sulphur dioxide (air),2019,1.0,count
Italy,SO2,Sulphur dioxide (air),2020,4.834,ug/m3
Italy,SO2,Sulphur dioxide (air),2018,5.063,ug/m3
